Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
10,อาหารเจ,ขนมเผือกกวน,เผือก ครึ่งกิโล,หัวกะทิ 2 ถ้วย,น้ำตาลปี๊บ 2 ช้อนโต้ะ,เนื้อมะพร้าวทึนทึกขูดฝอย 1 ขีด,น้ำตาลปี๊บ 1 กิโลกรัม,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,
11,อาหารเจ,แกงเขียวหวานเจ,น้ำพริกแกงเขียวหวานเจ 2 ช้อนโต้ะ,กะทิ 1 ถ้วยตวง,เต้าหู้แข็ง 1 ก้อน หั่นเป็นชิ้น,ซอสถั่วเหลือง 2 ช้อนโต๊ะ,น้ำตาล 3 ช้อนชา,มะเขือเปราะ 5 ลูก ผ่าเป็นซีก,ใบมะกรูด 3 ใบ ซอยหยาบๆ,ใบโหระพา 1 กำมือ,พริกสดซอยเฉียงๆ,น้ำมันพืช สำหรับผัดพริกแกงเขียวหวาน,,,,,,,,,,,,,,,,
12,อาหารเจ,เต้าหู้ทอด,เต้าหู้แผ่น หั่นเป็นท่อนขนาดพอประมาณ 3 แผ่น,น้ำจิ้มปอเปี๊ยะทอด,น้ำมัน สำหรับทอด,,,,,,,,,,,,,,,,,,,,,,,
13,อาหารเจ,พล่าเต้าหู้ทอดกรอบ,เต้าหู้แผ่นหั่นเป็นชิ้นพอคำ 1 จาน,ขิงอ่อนซอย 2 ช้อนโต้ะ,หอมแดงซอย 1 ช้อนโต๊ะ,ใบมะกรูดซอย 1 ช้อนโต๊ะ,ตะไคร้ซอย 1 ช้อนโต้ะ,แครอทซอย 2 ช้อนโต้ะ,ผักชีฝรั่งซอย 1 ช้อนโต๊ะ,ผักชีซอย 1 ช้อนชา,พริกสดซอย 2 ช้อนโต๊ะ,ถั่วลิสงทอด 2 ช้อนโต๊ะ,น้ำตาลปี๊บ 2 ช้อนโต๊ะ,น้ำมะขามเปียก 1 ช้อนโต๊ะ,เกลือ 1 ช้อนชา,น้ำเปล่า 1 ช้อนโต๊ะ,น้ำมะนาว 1 ช้อนโต๊ะ,น้ำมันพืช 1 ถ้วย,,,,,,,,,,
14,อาหารเจ,เต้าหู้ทอดทรงเครื่อง,เต้าหู้แผ่น 2 แผ่น หั่นเป็นลูกเต๋าขนาดพอคำ,หอมเจียว 2 ช้อนโต้ะ,ผักชีซอย 1 ช้อนโต้ะ,น้ำตาลปี๊บ 4 ช้อนโต้ะ,น้ำมะขามเปี๊ยก 4 ช้อนโต้ะ,ซอสถั่วเหลือง 2 ช้อนโต้ะ,น้ำมัน 1 ถ้วย,,,,,,,,,,,,,,,,,,,
15,อาหารเจ,คะน้ากรอบเจ,ยอดผักคะน้า 1 ถ้วย,ซอสเห็ดหอม 2 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,ซอสถั่วเหลือง 1 ช้อนโต้ะ,แป้งข้าวโพด 1 ช้อนชา,หอมเจียว 1 ช้อนโต้ะ,เห็ดหอมแห้ง ( แช่น้ำให้อิ่มน้ำ )  4-5 ดอก,น้ำมัน 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,,,
16,อาหารเจ,ข้าวเหนียวดอกโสน,ข้าวเหนียว 1 กิโลกรัม ( ข้าวเหนียวเคี้ยวงูเก่า ),หัวกะทิ 1 กิโลกรัม,เกลือ 1 ขีด,ดอกโสน 1 ถ้วย,เนื้อมะพร้าวขูด 1 ถ้วย,น้ำตาล ผสม งาคั่วบด อัตราส่วน 1 ต่อ 1 ปริมาณตามใจชอบ,,,,,,,,,,,,,,,,,,,,
17,อาหารเจ,เต้าหู้ผัดชะอม,ยอดชะอม 1 จาน,เต้าหู้แผ่น 1 แผ่น หั่นเป็นลูกเต๋าขนาดพอคำ,ซอยเห็ดหอม 2 ช้อนโต้ะ,น้ำตาล 1 ช้อนโต้ะ,เต้าเจี้ยว 1 ช้อนโต้ะ,น้ำมัน สำหรับผัดและทอด,,,,,,,,,,,,,,,,,,,,
18,อาหารเจ,ทับทิมกรอบรากบัว,แป้งมัน 2 ถ้วย,น้ำหวานสีแดง 2 ช้อนโต้ะ,รากบัว 1 หัว ( อายุประมาณ 1 ปี ),น้ำตาล 3 ถ้วย,น้ำเปล่า 3 ถ้วย,เกลือ 1 ช้อนชา,หัวกิทะ 1 ถ้วย ( ใส่เกลือ 1 ช้อนชา ),เนื้อขนุนฉีก 1 ถ้วย,น้ำแข็งบด,,,,,,,,,,,,,,,,,
19,อาหารเจ,ราดหน้าเจ,ผักคะน้า หั่นพอคำ 1 ก้าน,กระหล่ำปี ซอย ครึ่งถ้วย,ก๋วยเตี๋ยวเส้นใหญ่ 1 ถ้วย,เห็ดฟาง หั่น 1 ถ้วย,ข้าวโพดอ่อน หั่นครึ่ง 3 ต้น,แครอท หั่นเต๋า 3 ช้อนโต้ะ,น้ำมันพืช 2 ช้อนโต๊ะ,เต้าทอด หั่นลูกเต๋า 1 แผ่น,ซีอิ้วขาว 3 ช้อนโต๊ะ,เกลือป่น 1 ช้อนชา,ซีอิ๊วดำ 1 ช้อนชา,ซอสเห็ดหอม 1 ช้อนโต้ะ,พริกไทยป่น 2 ช้อนชา,แป้งมัน 2 ช้อนโต๊ะ,น้ำตาล 2 ช้อนชา,น้ำเปล่า 1 ถ้วย,,,,,,,,,,
20,อาหารเจ,หอมใหญ่ชุบแป้งทอด,หอมหัวใหญ่ ซอยให้เป็นแว่น 1 ถ้วย,แป้งทอดอเนกประสงค์ 5 ช้อนโต้ะ,เกลือ 1 ช้อนชา,น้ำเย็น 10 ช้อนโต้ะ,น้ำมันสำหรับทอด,,,,,,,,,,,,,,,,,,,,,
21,อาหารเจ,คะน้าหมูกรอบเจ,หมูกรอบเจ 1 ถ้วย,คะน้า หั่นเป็นชิ้น 1 ต้น,เต้าเจี่ยว 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,ซอสถั่วเหลือง 1 ช้อนโต้ะ,พริกบด 1 ช้อนโต้ะ,เห็ดหอม แช่น้ำ 2 ต้น หั่นเป็นซีก,แป้งมัน 2 ช้อนชา,,,,,,,,,,,,,,,,,,
22,อาหารเจ,หมูกรอบเจ,โปรตีนเกษตร 1 ถ้วยตวง,แป้งทอดกรอบ 2 ช้อนโต๊ะ,เครื่องแกงเผ็ดเจ 20 ช้อนโต๊ะ,ซอสถั่วเหลือง 1/2 ช้อนโต้ะ,น้ำตาลปี๊ป 1 ช้อนโต้ะ,น้ำมัน สำหรับทอด,,,,,,,,,,,,,,,,,,,,
23,อาหารเจ,หมูสะเต๊ะเจ,โปรตีนเกษตรแผ่น 1 แผ่น,ตะไคร้บด 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนโต้ะ,เกลือ 1 ช้อนชา,ผงขมิ้น 1 ช้อนชา,ข่าบด 1 ช้อนโต้ะ,ยี่หร่าบด 1 ช้อนชา,เปลือกลูกมะกรูดขูด 1 ช้อนชา,ซอสถั่วเหลือง 2 ช้อนโต้ะ,กะทิ 1 ถ้วย,,,,,,,,,,,,,,,,
24,อาหารเจ,น้ำตกคอหมูย่างเจ,โปรตีนเกษตรแผ่น 1 แผ่น,ซอสถั่วเหลือง 2 ช้อนโต๊ะ,น้ำมันพืช 1 ช้อนโต๊ะ,พริกป่น 1 ช้อนชา,พริกป่น 2 ช้อนชา,น้ำมะนาวคั้น 1 ช้อนโต๊ะ,น้ำตาล 1 ช้อนชา,ข้าวคั่ว 2 ช้อนชา,ผักชีฝรั่งซอย 2 ช้อนโต้ะ,หอมแดงซอย 2 ช้อนโต้ะ,ใบสาระแหน่ โรยหน้า,ผักสด เช่น แตงกวา ผักกาดขาว,,,,,,,,,,,,,,
25,อาหารเจ,ยำเห็ดรวมเจ,เห็ดหอม ซอยเป็นเส้น 1/2 ถ้วย,เห็ดฟาง ซอยเป็นเส้น 1/2 ถ้วย,เห็ดเข็มทอง ฉีกเป็นเส้น 1/2 ถ้วย,เห็ดโคน ซอยเป็นแผ่น 4-6 ลูก,มะเขือเทศ หั่นเป็นชิ้นพอคำ 2 ลูก,น้ำตาล 2 ช้อนโต้ะ,ซอสถั่วเหลือง 1 ช้อนโต้ะ,พริกสด 1 ช้อนโต้ะ,น้ำมะนาว 1 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
26,อาหารเจ,ข้าวเหนียวมะม่วง,มะม่วงสุก 1 ลูก ใช้ มะม่วงน้ำดอกไม้,ข้าวเหนียวมูน 1 จาน ,หัวกะทิ 7 ช้อนโต้ะ,น้ำตาล 1/2 ช้อนดต้ะ,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,
27,อาหารเจ,ข้าวเหนียวทุเรียน,ทุเรียน 1 ลูก,หัวกะทิ 1 ลิตร,น้ำตาลปี๊บ 5 ช้อนโต้ะ,เกลือ 1/2 ช้อนโต้ะ,ข้าวเหนียวมูน 1 กิโล ,,,,,,,,,,,,,,,,,,,,,
28,อาหารเจ,ข้าวเหนียวขนุน,ขนุน 1 ลูก ( แกะเอาเนื้อขนุนสุก เอาเฉพาะเนื้อขนุน เอาเม็ดขนุนออก ),หัวกะทิ 1 ถ้วย,เกลือ 1 ช้อนชา,น้ำตาล 2 ช้อนโต้ะ,ข้าวเหนียวมูน 1 กิโล ,,,,,,,,,,,,,,,,,,,,,
29,อาหารเจ,ข้าวเหนียวถั่วดำ,ถั่วดำ 1/2 กิโล,กะทิ 1 ลิตร,น้ำตาลปี๊บ 4 ช้อนโต้ะ,น้ำตาลทราย 4 ช้อนโต้ะ,เกลือ 1 ช้อนโต้ะ,ข้าวเหนียวมูน 1 กิโล,,,,,,,,,,,,,,,,,,,,
30,อาหารเจ,มะพร้าวแก้ว,มะพร้าว ขูดเป็นเส้นๆ 2 ถ้วย,น้ำตาลปี๊บ 1 ถ้วยตวง,น้ำลอยดอกมะลิ 1/2 ถ้วย,เกลือ 1/2 ช้อนชา,,,,,,,,,,,,,,,,,,,,,,
31,อาหารเจ,บัวลอยน้ำขิง,แป้งข้าวเหนียว 3 ถ้วย,แป้งข้าวจ้าว 1 ถ้วย,น้ำสะอาด สำหรับผสมแป้ง 1 ถ้วย,งาดำประมาณ 2 ถ้วย,น้ำตาลทรายขาวประมาณ 1 ถ้วย,น้ำตาลทรายแดงประมาณ 1 ถ้วย,น้ำตาลปิ๊ป 2 ช้อนโต๊ะ,ขิงแก่ 1 แง่งใหญ่,น้ำสะอาด สำหรับต้มน้ำขิง,,,,,,,,,,,,,,,,,
32,อาหารเจ,กล้วยเชื่อม,กล้วยน้ำหว้า 1 หวี ( เลือกกล้วยที่สุกห่ามๆ ครึ่งสุกครึ่งดิบ เพราะจำทำให้กล้วยไม่อ่อนเกินไป ),น้ำตาล 1 ถ้วย,น้ำเปล่า 2 ถ้วย,เกลือ 1 ช้อนโต้ะ,น้ำปูนใส 1 หม้อ,,,,,,,,,,,,,,,,,,,,,
33,อาหารเจ,กล้วยบวชชี,กล้วยน้ำว้าสุกแต่ไม่งอม 8 ลูก,หางกะทิ 500 กรัม,หัวกะทิ 500 กรัม,เม็ดสาคู 1 ถ้วย,น้ำตาลปี๊บ ครึ่งกิโลกรัม,เกลือ 1 ช้อนโต้ะ,,,,,,,,,,,,,,,,,,,,
34,อาหารเจ,เผือกกวน,เผือกดิบ ครึ่งกิโล,หัวกะทิ 2 ถ้วย,น้ำตาลปี๊บ 2 ช้อนโต้ะ,น้ำตาลทราย 2 ถ้วย,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,
35,อาหารเจ,ทองเอก,ไข่เป็ด 6 ฟอง ( แยกไข่ขาวและไข่แดง ),น้ำตาลทราย 1 ถ้วย,เนื้อมะพร้าวทึนทึกขูดฝอย 1 ถ้วย,ไข่ไก่ 6 ฟอง ( แยกไข่ขาวและไข่แดง ),หัวกะทิ 2 ถ้วย,แป้งสาลี 1 ถ้วย,,,,,,,,,,,,,,,,,,,,
36,อาหารเจ,ข้าวต้มมัด,ข้าวเหนียว 2 ถ้วย ( ข้าวเหนียวใหม่),หัวกะทิ 2 ถ้วย,เนื้อมะพร้าวทึนทึกขูด สำหรับโรยหน้าขนม,งาขาวคั่ว สำหรับโรยหน้าขนม,น้ำตาลทราย ครึ่งถ้วย,เกลือ 2 ช้อนชา,กล้วยน้ำหว้าห่ามๆ 5 ลูก,ใบตอง และ ตอก สำหรับห่อใบตอง,,,,,,,,,,,,,,,,,,
37,อาหารเจ,ขนมตาล,ผลตาลสุก 1 ผล,ข้าวสารเก่า 2 ถ้วย,แป้งท้าวยายม้อม 2 ช้อนโต้ะ,น้ำตาลทราย 2 ถ้วย,เนื้อมะพร้าวขูด 2 ถ้วย,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,
38,อาหารเจ,ขนมตะโก้,แห้ว หั่นเป็นสี่เหลี่ยมเล็กๆ 1 ถ้วยตวง,แป้งข้าวจ้าว 1 ช้อนโต้ะ,น้ำตาลทราย 1 ถ้วยตวง,น้ำดอกมะลิ 2 ถ้วยตวง,หัวกะทิ 2 ถ้วยตวง,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,
39,อาหารเจ,ขนมกล้วย,กล้วยน้ำว้าสุก 2 ถ้วย,แป้งข้าวจ้าว 1 ถ้วย,น้ำตาลทราย 2 ช้อนโต้ะ,แป้งมัน 2 ถ้วย,แป้งท้าวยายม้อม 3 ช้อนโต้ะ,หัวกะทิ 1 ถ้วย,มะพร้าวขูด 1 ถ้วย,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,
40,อาหารเจ,ทอดมันข้าวโพด,เม็ดข้าวโพด 2 1/2 ถ้วย,พริกแกงคั่วเจ 1/2 ช้อนโต๊ะ ( ส่วนผสมของ พริกแกงเจ ประกอบด้วย พริกแห้ง 20 เม็ด ข่าซอย 4 ช้อนชา ตะไคร้ซอย 10 ช้อนโต๊ะ ผิวมะกรูดซอย 3 ช้อนชา เกลือ 2 ช้อนชา และ กะปิเจ 2 ช้อนโต๊ะ ),ซอสถั่วเหลือง 2 ช้อนโต๊ะ,เกลือ 1/2 ช้อนชา,แป้งข้าวเจ้า 2 ช้อนโต๊ะ,แป้งข้าวโพด 2 ช้อนโต๊ะ,น้ำเปล่า 1/2 ถ้วย,น้ำจิ้มเจ ,น้ำมันพืช สำหรับทอด,,,,,,,,,,,,,,,,,
41,อาหารเจ,มาม่าผัดขึ้เมาเจ,เส้นมาม่า 1 ถ้วย (ลวกอย่าให้นิ่มเปินไปเพราะต้องเอามาผัดอีก),เต้าหู้ 1 ก้อน หั่นเป็นชิ้นลูกเต๋าพอคำ,เห็นหอม 2 หัว แข่น้ำให้นิ้มและหั่นเป็นเส้น,พริกชีฟ้าสด 2 เม็ด ซอยเฉียงๆ,กระชาย 1 หัว ซอยเป็นเส้น,พริกไทยอ่อน 1 พวง,ใบโหระพา 1 กำมือ,ซอสถั่วเหลือง ปรุงรส 2 ช้อนโต้ะ,น้ำตาล 1 ช้อนโต้ะ,น้ำมันพืช สำหรับผัด 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,
42,อาหารเจ,วุ้นมะพร้าว,น้ำมะพร้าว 1 ถ้วย,เนื้อมะพร้าวอ่อน ซอยเล็กๆ 1 ถ้วย,หัวกะทิ 1 ถ้วย,น้ำตาล 1 ถ้วยตวง,ผงวุ้น 8 ช้อนโต้ะ,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,
43,อาหารเจ,หมูหยองเจ,เห็ดฟาง ฉีกเป็นฝอย 1 ถ้วย,น้ำตาล 3 ช้อนโต๊ะ,พริกไทยป่น 2 ช้อนโต๊ะ,ซอสถั่วเหลือง 3 ช้อนโต๊ะ,เกลือ 1 ช้อนชา,น้ำ 5 ช้อนโต๊ะ,หอมเจียว 3 ช้อนโต๊ะ,งาขาวคั่ว 2 ช้อนโต๊ะ,,,,,,,,,,,,,,,,,,
44,อาหารเจ,น้ำลูกยอ,ลูกยอสุก 2 ลูก,น้ำเปล่า 2 ถ้วย,น้ำผึ้ง 5 ช้อนโต้ะ,น้ำตาล 3 ช้อนโต้ะ,เกลือ ½ ช้อนชา,,,,,,,,,,,,,,,,,,,,,
45,อาหารเจ,ชาดอกคำฝอย,ดอกคำฝอยแห้ง 3 ช้อนโต้ะ,น้ำร้อน 3 แก้ว,,,,,,,,,,,,,,,,,,,,,,,,
46,อาหารเจ,น้ำเก๊กฮวย,ดอกเก๊กฮวยแห้ง 10-15 ดอก,น้ำเปล่า 1 ลิตร,น้ำตาล 1 กิโล,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,,
47,อาหารเจ,เกสรดอกชมพู่,เกสรดอกชมพู่ 1 ออนซ์,น้ำสะอาด แช่เย็น 2 ออนซ์,น้ำผึ้ง 1/2 ออนซ์,น้ำมะนาว 1/4 ออนซ์,เกลือ 1 หยิบมือ,,,,,,,,,,,,,,,,,,,,,
48,อาหารเจ,ทับทิมโซดา,ทับทิม 2 ลูก,น้ำเชื่อม 1 ออนซ์,โซดา 1 ขวด,น้ำแข็ง,,,,,,,,,,,,,,,,,,,,,,
49,อาหารเจ,น้ำเต้าหู้ใบเตย,ถั่วเหลือง กระเทาะเปลือกแล้ว 1/2 กิโลกรัม,ต้นใบเตย 2 ต้น,น้ำเชื่อม 1 ถ้วย,นมค้นจืด 1 ถ้วย,,,,,,,,,,,,,,,,,,,,,,
50,อาหารเจ,น้ำแคนตาลูป,ผลแคนตาลูปเอาแต่ส่วนเนื้อ 2 ถ้วย,น้ำเชื่อม 1 ถ้วยตวง,น้ำเปล่า 3 ถ้วยตวง,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,,
51,อาหารเจ,น้ำขิง,ขิงแก่  3 หัว ซอยเป็นแผ่นๆ,น้ำตาล 1 กิโลกรัม,น้ำเปล่า 5 ลิตร,,,,,,,,,,,,,,,,,,,,,,,
52,อาหารเจ,น้ำเต้าหู้,ถั่วเหลือง 1 กิโล ( ถั่วเหลืองแบบที่สีเปลือกออกแล้ว ),น้ำตาล 3 กิโล,น้ำเปล่า 5 ลิตร,ใบเตบ 2 ใบ,,,,,,,,,,,,,,,,,,,,,,
53,อาหารเจ,น้ำแครอท,แครอท หั่นเป็นชิ้น 1 หัว,น้ำเชื่อม 1 ถ้วย,น้ำเปล่า 3 ถ้วย,เกลือ 1/2 ช้อนชา,,,,,,,,,,,,,,,,,,,,,,
54,อาหารเจ,น้ำฝรั่ง,ผลฝรั่ง 2 – 3 ผล,น้ำเปล่า 1 ถ้วยตวง,น้ำเชื่อม 1 ถ้วยตวง,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,,
55,อาหารเจ,น้ำมะเฟือง,มะเฟืองสุก หั่นเป็นชิ้น 5 – 6 ผล,น้ำเชื่อม 1 ถ้วยตวง,เกลือ 1 ช้อนชา,น้ำเปล่า 1 ถ้วยตวง,,,,,,,,,,,,,,,,,,,,,,
56,อาหารเจ,น้ำมะม่วง,เนื้อมะม่วงสุก 3 ผล,น้ำเปล่า  1 ถ้วยตวง,น้ำเชื่อม  1 ถ้วยตวง,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,,
57,อาหารเจ,น้ำสับปะรด,ผลสับปะรดสุก 1 ลูก,น้ำตาลทราย 1 กิโลกรัม,น้ำเปล่าต้มสุก 1 กิโลกรัม,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,,
58,อาหารเจ,น้ำส้มคั้น,ส้มเขียวหวาน 5 ผล,เกลือ 1 ข้อนชา,,,,,,,,,,,,,,,,,,,,,,,,
59,อาหารเจ,น้ำกระเจี๊ยบ,ดอกกระเจี๊ยบ สด 10 ดอก,น้ำตาลทราย 1 ถ้วยตวง,น้ำเปล่า 2 ถ้วยตวง,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,,
60,อาหารเจ,น้ำมะตูม,มะตูมแห้ง 2 ชิ้น,น้ำเชื่อม 2 ถ้วยตวง,น้ำเปล่า 1 ถ้วยตวง,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,,
61,อาหารเจ,น้ำเห็ดหลินจือ,เห็ดหลินจือ แห้ง 10 ชิ้น,น้ำเปล่า 2 ลิตร,,,,,,,,,,,,,,,,,,,,,,,,
62,อาหารเจ,น้ำตะไคร้,ตะไคร้สับ 1 ต้น,น้ำตาลทราย 1 ถ้วยตวง,น้ำเปล่า 1 ถ้วยตวง,น้ำมะนาว 2 ช้อนโต้ะ,เกลือ 1 ช้อนชา,,,,,,,,,,,,,,,,,,,,,
63,อาหารเจ,น้ำแอปเปิ้ลเขียว,แอปเปิลเขียว 2 ลูก,เกลือ 1 ช้อนชา,น้ำเชื่อม 1 ถ้วยตวง,น้ำแข็ง 1 แก้ว,น้ำเปล่า 1 แก้ว,,,,,,,,,,,,,,,,,,,,,
64,อาหารเจ,ผัดวุ้นเส้นมะละกอ,วุ้นเส้น 2 ห่อ,เห็ดฟางหั่น 5 หัว,มะละกอ สับเป็นเส้น 1 ถ้วย,แครอท สับเป็นเส้น 1 หัว,ซีอิ้วดำ 1 ช้อนชา,ซีอิ้วขาว 1 ช้อนโต้ะ,ซอสเห็ดหอม 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,น้ำมันพืช สำหรับผัด1 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
0,ทอด,หมูทอดกะปิ,หมูสามชั้น หั่นเป็นชั้นขนาดพอดีคำ 1 กิโลกรัม,กะปิ 6 ช้อนโต้ะ,น้ำตาลปึก 6 ช้อนโต้ะ,ซอสหอยนางรม 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,ใบมะกรูด 1 กำมือ,พริกแห้ง 1 กำมือ,น้ำมันสำหรับทอดหมู,,,,,,,,,,,,,,,,,,
1,ทอด,หมูโสร่ง,หมูบะช่อ 2 ขีด,หมูสับ 1 ขีด,มันหมูบด 1 ขีด,ไข่ไก่ 1 ฟอง,เส้นบะหมี่ 2 ก้อน,รากผักชี  2 ราก,กระเทียม 4 กลีบ,พริกไทยเม็ด 1 ช้อนโต้ะ,ซอสปรุงรส 1 ช้อนโต้ะ,น้ำจิ้มอาจาด,แตงกวา 1 ลูกหั่นเป็นชิ้นขนาดพอดีคำ,พริกหนุ่มซอย 3 เม็ด,หอมแดงซอย 1 ลูก,ถั่วลิงสงคั่ว 2 ช้อนโต้ะ,น้ำจิ้มไก่,น้ำมันพืชสำหรับทอด,,,,,,,,,,
2,ทอด,พริกหยวกหมูสับ,พริกหยวกแดง หรือ พริกดาลัด 5-6 ผล,หมูสับ 100 กรัม,มันหมูบด 50 กรัม,พริกไทยป่น 1 ช้อนโต้ะ,เกลือป่น 1 หยิบมือ,น้ำตาลทราย 1 ช้อนชา,น้ำปลา 1 ช้อนชา,แป้งมัน 1 ช้อนชา,น้ำมันพืชสำหรับทอด,,,,,,,,,,,,,,,,,
3,ทอด,ซี่โครงหมูสามรส,ซี่โครงหมู เลือกขนาดกว้างประมาณ 2 นิ้ว 1 แถว,เกลือป่น 1 ช้อนชา สำหรับหมักหมู,พริกไทยป่น 1 ช้อนชา สำหรับหมักหมู,แป้งสาลี 2 ช้อนโต้ะ สำหรับหมักหมู,ซอสปรุงรส 2 ช้อนโต้ะ สำหรับหมักหมู,กระเทียมบด 3 ช้อนโต้ะ,น้ำสับปะรด 3 ช้อนโต้ะ,น้ำตาลปี๊บ 2 ช้อนโต้ะ,น้ำส้มสายชู  2 ช้อนโต้ะ,ซอสถั่วเหลือง 2 ช้อนโต้ะ,สับปะรดหั่นชิ้น 5 ช้อนโต้ะ,พริกหั่นเป็นฝอย 2 ช้อนโต้ะ,ผักสด เช่น แครอท บ๊อคโลรี่ กะหล่ำปลี เป็นต้น,น้ำมันพืช 2 ถ้วย,,,,,,,,,,,,
4,ทอด,ยำหมูกรอบ,หมูกรอบ หั่นเป็นชิ้นพอคำ 1 จาน ,พริกสด ซอย 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำมะนาว 1 ช้อนโต้ะ,หอมแดง ซอย 1 ช้อนโต้ะ,ผักชี ซอย 1 ช้อนโต้ะ,แตงกวา ซอย 1 ช้อนโต้ะ,,,,,,,,,,,,,,,,,,
5,ทอด,คอหมูแดดเดียวทอด,เนื้อคอหมู หั่นเป็นชิ้นพอคำ 1 ถ้วย,น้ำมันงา 2 ช้อนชา,ซอสน้ำมันหอย 2 ช้อนชา,ซอสถั่วเหลือง 2 ช้อนชา,ซอสปรุงรส 2 ช้อนชา,พริกไทยป่น 1 ช้อนชา,น้ำตาลปี๊บ 1 ช้อนโต้ะ,น้ำเปล่า 3 ช้อนโต้ะ,น้ำมันพืช 1 ถ้วย (ใช้สำหรับทอด),,,,,,,,,,,,,,,,,
6,ทอด,หมูกรอบ,หมูสามชั้น 1 แผ่นใหญ่ เอาแบบเนื้อ 70% มัน 30%,น้ำส้มสายชู 3 ช้อนโต้ะ,พริกไทย 3 ช้อนโต้ะ,เกลือ 2 ช้อนโต้ะ,ผงรสดี 2 ช้อนโต้ะ,น้ำมันสำหรับทอด,,,,,,,,,,,,,,,,,,,,
7,ทอด,ข้าวหมูกรอบ,ข้าวสวย 1 ถ้วย,หมูกรอบ ตามใจชอบ หั่นเป็นชิ้นพอคำ ,แตงกวาซอย 4-5 ชิ้น,หอมแดงบด 2 ช้อนโต้ะ,กระเทียมบด 2 ช้อนโต้ะ,เต้าเจี้ยวบด 2 ช้อนโต้ะ,กะทิ 1 ถ้วย,น้ำตาล 1 1/2 ช้อนโต้ะ,ซอสหอยนางรม 1 ช้อนโต้ะ,รากผักชีบด 1 ช้อนโต้ะ,นมสด 1 ถ้วย,ซีอิ้วดำ 1 ช้อนโต้ะ,น้ำซุป 1 ถ้วย,น้ำมัน 1 ช้อนโต้ะ,แป้งมัน 1 ช้อนโต้ะ ( ละลายน้ำ 2 ช้อนโต้ะ ),,,,,,,,,,,
8,ทอด,หมูทอด,หมูสามชั้น หั่นกว้างประมาณครึ่ง 2 – 3 เซนติเมตร 1 กิโลกรัม,น้ำปลา 8 ช้อน,กระเทียมบด 4 ช้อนโต้ะ,ขิงบด 2 ช้อนโต้ะ,เกลือ 1 ช้อนชา,ไข่ไก่ 1 ฟอง,น้ำส้มสายชู 1 ช้อนโต้ะ,แป้งทอดกรอบ 10 ช้อนโต้ะ,น้ำมัน สำหรับทอด,,,,,,,,,,,,,,,,,
9,ทอด,น้ำพริกหมูกรอบ,หมูกรอบหั่นชิ้น  1 ถ้วย,หอมแดง  3 หัว,กระเทียม 3 หัว,พริกแห้ง 10 เม็ด,น้ำตาลปี๊บ 1 ช้อนโต้ะ,ใบมะกรูดซอย 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำมะขามเปียก 1 ช้อนโต้ะ,พริกแกงเผ็ด 1 ช้อนโต้ะ,กุ้งแห้ง 1 ช้อนโต้ะ,,,,,,,,,,,,,,,,
10,ทอด,จ๋ายอ,หมูยอดิบ 1 ถ้วย,รากผักชี กระเทียม พริกไทย บด 1 ช้อนโต้ะ,หอมแดง บด 1 ช้อนโต้ะ,น้ำมัน สำหรับทอด,,,,,,,,,,,,,,,,,,,,,,
